id,spec_B,e,a,i
a0000377,Ch,.07794363479388441,2.689278346273906,6.678633275036132
a0000378,S,.1302248710644811,2.776387093062225,7.006094571520574
a0000379,C,.1804136098606534,3.143382149680087,1.669675721424952
a0000383,B,.1672097170090664,3.139727935354188,2.659582234419996
a0000384,S,.1485801084031389,2.651000428420612,5.590465593093016
a0000386,C,.1687465476849862,2.899545275161502,20.2096969232915
a0000387,L,.2350672309354058,2.741148819158174,18.11271723048749
a0000388,C,.06555602583082358,3.003486445419431,6.446024191182703
a0000389,S,.06720167761796669,2.608283327305152,8.121485277505947
a0000392,Ch,.1411717971530496,2.882277022615154,14.32198292965596
a0000393,Xc,.3303789651179789,2.779101510143827,14.87763442609757
a0000394,S,.2267184969662336,2.763996084907996,6.219631925997876
a0000395,Ch,.08515755143097387,2.783981966603057,3.354588879247866
a0000396,Xe,.1602321190807452,2.740616925223715,2.551108103898652
a0000397,K,.2473964507087822,2.635023628526833,12.86314649169982
a0000398,C,.2225964304259126,2.743276571547238,9.542258672865337
a0000399,X,.07509840829684457,3.054173308972235,13.10135874477157
a0000402,K,.1119085142382675,2.558791205424824,11.8312303015527
a0000403,S,.09813676066101211,2.80874677189296,9.158849660823575
a0000404,Ch,.1986517252926867,2.594236556667695,14.10530449963838
a0000405,Ch,.2425326171904119,2.585483565877912,11.94163483732596
a0000409,Xc,.07259087417585748,2.575545296470916,11.268151850201
a0000410,Ch,.2423869365382866,2.724259912538743,10.96656880170252
a0000412,C,.04271969162143034,2.763192756552469,13.76820299996204
a0000413,X,.3412646987176217,2.585541898900311,18.72616772403604
a0000416,Sl,.2181838169764351,2.791704753567275,12.86312117385682
a0000417,Xk,.1359898585137207,2.79831696968333,6.648538257319315
a0000423,C,.03588164099802508,3.066441100279399,11.24426450678053
a0000425,C,.0596941509710265,2.886808475639493,4.047556774262603
a0000431,B,.1701010420741626,3.139731471898862,1.827625149833578
a0000432,S,.146156337707624,2.368655920144168,12.12223088610096
a0000441,Xk,.08010624752591997,2.806762589016934,8.15924483025335
a0000442,Ch,.07101324258673236,2.344948751596495,6.069625322865638
a0000443,Sl,.04080051017849944,2.215192327301109,4.234976618112185
a0000444,C,.1756007250477775,2.769286299100314,10.2769596384065
a0000446,A,.1267765875130667,2.788538956969089,10.62230721254368
a0000453,S,.1088478227923309,2.183198004909388,5.550035175360954
a0000456,S,.1788343733965762,2.789067705396117,14.43869182224817
a0000458,L,.2416917140323812,2.992953321262749,12.65385451224255
a0000460,K,.1063022661175894,2.716135241152842,4.636798687824947
a0000462,S,.08799001006151676,2.872398803610285,3.192670005678403
a0000464,C,.2055358777228548,2.800234946845439,10.17000774168045
a0000470,S,.0940032463714696,2.405197288939978,7.226290810969664
a0000471,S,.2286186619007832,2.893827046097588,15.01716440133764
a0000476,X,.07248560368494135,2.6507679615651,10.92618258100051
a0000477,S,.1877241391445746,2.41568281361029,5.287416136918702
a0000478,L,.08286327918201308,3.016198754464428,13.18342320733555
a0000479,C,.2188529743176889,2.720197661137945,8.682385243032147
a0000481,Ch,.157416403545381,2.740513599584191,9.844594809516046
a0000484,S,.05816507519774052,2.666794725440612,12.51364200036354
a0000485,S,.1924855315627264,2.74884767873612,13.86595088129398
a0000490,Ch,.09373890318918929,3.171908236413544,9.27821833564626
a0000491,C,.08724021349436352,3.189496346718981,18.86353742806057
a0000494,Ch,.06460148081636216,2.986421418141444,7.084995474823764
a0000496,S,.07948620647833086,2.198598379321384,3.791421728474005
a0000503,Ch,.1763372036543757,2.723148002691492,5.010391839559097
a0000504,X,.215067900283145,2.722657910593427,12.89775596817736
a0000507,X,.1003930620507447,3.154340919268973,9.49757019519274
a0000509,S,.09545650496937788,3.064082398499452,15.40821048891123
a0000511,C,.1881349692968724,3.164880378557866,15.93822347666015
a0000513,K,.08389464765878032,3.013883469812242,9.732480366822715
a0000515,Cb,.1753927154783788,3.119868673494779,2.038492726222429
a0000516,X,.2720024055391929,2.681776410630628,12.95697109914119
a0000519,S,.1831145204807621,2.791492082361763,11.01242132971041
a0000521,Ch,.2816207777554096,2.740566380684889,10.59746137505235
a0000523,X,.1780967858779153,2.966152659958725,4.313064978219125
a0000527,Cb,.1501707716308421,2.726534940847727,9.660135340154849
a0000531,B,.1972279793970696,2.786240366247996,33.98966767321365
a0000532,S,.1753527018431517,2.772546200291445,16.31537443687894
a0000533,S,.04537357745879288,2.97833250142215,6.556866093439121
a0000534,Sq,.05854779371652605,2.883532786131677,3.275141919481473
a0000539,Ch,.2131710709774155,2.738429096098767,6.799199347177297
a0000541,B,.04984307169196637,2.815778799924102,6.002483135566031
a0000543,Xe,.1542926678653408,3.057054478147271,8.479474400482385
a0000547,Xk,.2348494496479922,2.774735785955337,16.85788892435007
a0000551,C,.1221270703910465,2.967778161598646,.3965779078164639
a0000553,S,.1100577253498839,2.230630075581401,5.389819344513493
a0000554,Ch,.1533181433390209,2.374422896352189,2.934718779981087
a0000555,B,.1496091190884847,3.189969811523312,2.646050972172461
a0000556,S,.1036824878562313,2.464368610918264,5.246060720639495
a0000559,Xk,.06578706692935225,2.7117235540874,9.301365147001164
a0000560,B,.1610655275929233,2.749918156005148,8.469424072166097
a0000563,Sl,.2358063343710505,2.712400824626763,10.24300772461095
a0000564,Xc,.2776801547236676,2.746319680058788,17.9937392211268
a0000569,Cg,.1812476149203875,2.657419587456237,1.291436022902227
a0000571,S,.2439456810948211,2.408931987607567,5.227982232149381
a0000572,C,.1576204837640884,2.400130093178312,10.57900375561392
a0000578,Xc,.1923511451940844,2.750585066235494,6.150198603531083
a0000579,K,.07792992239617065,3.012229603497146,11.01926060673781
a0000584,Sl,.2334708441286925,2.373760014677803,10.72379923088417
a0000586,Ch,.06155855151836415,3.045642509346893,1.62804299591302
a0000592,K,.1330712730879206,3.021559097756197,10.17520147079415
a0000596,T,.1633217245674881,2.92875153025549,14.66140049374208
a0000597,S,.1452403262776474,2.670482708691551,12.8045471461255
a0000598,X,.2499755166490121,2.761362067681594,12.22817592170819
a0000599,K,.2918314849120339,2.773857790401332,16.70761930225626
a0000600,S,.05641363133822642,2.660643774255166,10.20008560160013
a0000601,C,.1036789799315304,3.13526587895002,16.14268033840834
a0000604,Xc,.1978529250024115,3.148177634564236,4.419131987756203
a0000606,K,.2201582539439779,2.587226662793261,8.599496352664266
a0000611,L,.1225075252359454,2.977298235329067,13.44622402940088
a0000614,C,.1105977465784857,2.69320564775636,7.027043028321271
a0000622,S,.2431775446961234,2.414335074525769,8.637032180789943
a0000625,Sa,.2282443592080257,2.644102511353843,12.07985582030923
a0000626,Xc,.2428828188928609,2.572984614446916,25.37154104876746
a0000627,X,.05816667828935185,2.900852471922267,6.47246241734667
a0000629,X,.1539514931094254,3.143345429153584,9.258285040866923
a0000631,S,.08184125459106582,2.793201756463257,18.91739463853616
a0000633,S,.08350841818720467,3.018797790415748,10.90143312886764
a0000634,X,.1824198589006784,3.051860009698824,12.2813949281621
a0000638,Ch,.1591211927072923,2.735272755487279,7.713348799843816
a0000642,L,.1227149142962967,3.197463736471133,8.149713474546761
a0000649,Sq,.2789832239602233,2.545743517664792,12.71548307586612
a0000653,K,.03960317046850925,3.014321352209415,11.29158199319237
a0000654,Ch,.2311441525898676,2.297174525730221,18.12626697537425
a0000661,K,.0345191593363908,3.018485024193405,9.227519252216915
a0000668,Ch,.2357306422510307,2.792565447510919,6.843624190705635
a0000670,S,.1939902169087601,2.801493919957537,7.535634207373269
a0000671,Xk,.06675612713874932,3.092851178654039,8.027050301804877
a0000673,S,.01085732197321643,2.81415888629887,2.877536084808481
a0000674,S,.1954532267742769,2.922543819304666,13.50979842894133
a0000675,S,.2036249293518686,2.768576648430407,9.804560322611856
a0000677,Sl,.05050954040228058,2.954479155466407,8.486978086063298
a0000678,X,.219212892392646,2.572502834034129,6.094317866320837
a0000679,K,.3095020849490375,2.588806477163653,24.39667450411189
a0000687,X,.272652741369294,2.720867888479912,14.87941729415748
a0000688,C,.1398581443396373,2.698118338085801,10.24252326755289
a0000702,B,.01724409997308047,3.192326702405168,20.60222856268512
a0000704,B,.1546583254707291,3.057946071879848,17.30973948004646
a0000705,C,.04975219454106821,2.923332712393941,25.01382476223121
a0000706,Cgh,.1941887485020544,2.729305673728577,14.42896754709458
a0000712,X,.1870192838756406,2.574431174344683,12.76498779090999
a0000715,X,.08288022480216199,2.768284172126311,13.8197603940233
a0000716,S,.08634770818311908,2.81491190880378,8.480344514080834
a0000718,X,.1991971857375383,3.057098919200518,6.928381538787997
a0000720,Sq,.01874989286621452,2.88606102199224,2.354189211899344
a0000723,C,.05471421782856038,2.992900015378305,4.989675556612596
a0000729,L,.0975701534253393,2.759228645186373,18.04930635597078
a0000731,Xe,.1407382705590138,2.988401566877765,10.68843681161033
a0000735,Ch,.321653289551057,2.729290692214684,16.879020431728
a0000737,S,.2452825046837256,2.589509761866871,12.36892488797282
a0000739,X,.1439264288043708,2.736688641216836,20.66199874063399
a0000741,X,.07046543995072803,2.71932920314379,8.413727705560035
a0000742,K,.1176032773747528,3.013302878258973,11.21826318416116
a0000743,Ch,.05941360641921246,2.793264117491451,4.834526672989338
a0000747,C,.3392297216891925,3.005864082446925,18.18137323106299
a0000749,S,.1729982797782546,2.243848419044985,5.394244098277142
a0000751,Ch,.1525922833416111,2.550518591005265,15.60768176550673
a0000753,L,.221376252417736,2.328706124738873,10.08980072440712
a0000754,Ch,.04932945721151787,2.988138237974052,24.53604079610988
a0000757,Xk,.1096207874390063,2.373002510414695,8.168654731623969
a0000759,X,.2055110358204,2.618480300339623,19.90405276175002
a0000767,B,.1819183399729583,3.122286470733909,2.412029499376644
a0000771,X,.2473380112823969,2.653594415180581,14.92813782594492
a0000773,T,.07874931045837129,2.858010777946819,16.66643614084973
a0000776,Cgh,.1650641313706664,2.931359267698592,18.23708118979023
a0000779,X,.227651266328809,2.662977471573964,14.58227694143832
a0000782,Sl,.0388264556205199,2.179954642840572,5.261485816349836
a0000783,C,.2297360352481874,2.342281087591702,9.341015974207437
a0000784,C,.2426733613176234,3.096713564063354,12.28325500466375
a0000785,Cb,.2106398540667656,2.568726737834546,12.77140306201413
a0000789,X,.147858904912986,2.684982414867461,10.78203686681495
a0000792,X,.1313829565259119,2.621719823745804,8.625136175317104
a0000793,S,.1253229398094163,2.794530912409799,15.78797046454903
a0000795,C,.1027335274811478,2.748143036327872,19.05455385708119
a0000796,X,.3203249239828335,2.633740838268457,19.05294646723517
a0000797,S,.06094189005003222,2.534616973908681,4.513028349051067
a0000804,C,.1402005762105245,2.83868439040046,15.39302294077767
a0000808,Sq,.1286462402742379,2.744468925325569,4.721943876063886
a0000814,C,.3072045134680911,3.153396205829029,21.82385570913953
a0000815,Xe,.07607072855275518,2.658714046365099,13.86780522562205
a0000819,S,.1417233962275778,2.197802560894146,4.895619425501215
a0000821,Ch,.2125774155783136,2.771188407685622,5.399759801746697
a0000824,L,.1377666991276001,2.792313252809822,8.126911214944162
a0000825,S,.07492751159003057,2.225774461901837,3.399608699164642
a0000826,C,.206040750418358,2.712203109030238,7.106775413991742
a0000845,C,.06984363307407687,2.937823537394613,12.61031096510392
a0000847,S,.09575713618186296,2.782330510901657,2.481883962185572
a0000853,Ch,.1056349381490036,2.312128333788527,9.215310817582143
a0000856,C,.1189222387364432,2.435958591170913,14.32052681586472
